연번,지자체명,세부사업명,예산(백만원)
1104,전북,탄소기업우수조달등록맞춤형지원사업,70.0
1105,전북,전통시장환경개선사업(1차)(전환사업),3107.91
1106,전북,시장경영지원사업(국가직접),27.48
1107,전북,특성화시장육성사업(국가직접),50.0
1108,전북,인공지능(AI)기술활성화지원사업,200.0
1109,전북,육아휴직대체인력근로자지원,300.0
1110,전북,전북특별자치도혁신기업육성사업,500.0
1111,전북,초등학부모10시출근제도입중소기업지원,90.0
1112,전북,전북특별자치도형ILP서비스지원사업,300.0
1113,전북,화장품기업수출및인력양성지원사업,105.0
1114,전북,상권활성화사업,593.6
1115,제주,중소기업육성자금지원,41359.5
1116,제주,골목상권경쟁력강화,1475.202
1117,제주,관광산업민간투자지원,12000.0
1118,제주,기업기술지원(성인지예산),688.3
1119,제주,융복합기술산업화지원,170.0
1120,제주,지식재산창출지원,1411.48
1121,제주,도내ICT・SW기업육성,98.966
1122,제주,청년취업지원,5338.3
1123,제주,중장년취업지원,3198.0
1124,제주,일자리정책지원,687.7
1125,제주,지역주도형청년일자리사업(성인지예산),262.009
1126,제주,통상수출지원,2561.697
1127,제주,수출산업마케팅행사지원,173.0
1128,제주,지역산업마케팅지원(전환사업),580.0
1129,제주,중소기업제품판로지원,1709.437
1130,제주,공동물류지원,1521.13
1131,제주,중소기업제품마케팅강화,299.0
1132,제주,지역경제활성화시책지원,304.368
1133,제주,창업활성화지원,1030.0
1134,제주,수산산업창업투자지원사업(성인지예산),500.0
1135,제주,중소기업빅데이터활용지원,40.0
1136,제주,농촌자원복합산업화지원(전환사업),1510.0
1137,제주,감귤유통처리및시설현대화(전환사업),6237.99
1138,제주,기업경영지원,563.95
1139,제주,제주향토강소기업적극육성,240.0
1140,제주,착한가격업소활성화지원,193.375
1141,제주,기업지방이전촉진,1271.58
1142,제주,여성및장애인기업육성지원(성인지예산),70.0
1143,제주,사회적경제조직육성,1852.736
1144,제주,굴뚝원격감시체계구축,30.0
1145,제주,지역전략산업육성사업(기업지원서비스),919.657
1146,제주,소상공인지원(성인지예산),1792.3
1147,제주,사회적기업사업개발(제주시),70.0
1148,제주,사회적기업사회보험료(제주시),300.0
1149,제주,사회적기업사회보험료(서귀포시),64.39
1150,제주,수출증대및해외시장개척(제주시),39.0
1151,제주,지역노사민정협력활성화지원(협의회사업지원)(성인지예산),2880.045
1152,제주,마을기업육성(전환사업),162.636
1153,제주,마을기업육성사업(제주시),70.0
1154,제주,마을기업육성사업(서귀포시),50.0
1155,제주,지역디지털기업경쟁력강화,547.23
1156,제주,수출지원(서귀포시),15.0
1157,제주,전통시장마케팅지원,307.595
1158,제주,사회적기업육성(성인지예산),988.89
1159,제주,소규모방지시설설치지원사업,20.0
1160,제주,푸드테크산업육성,515.0
1161,제주,제주관광경쟁력강화추진,3946.796
1162,제주,여성일자리창출사업(성인지예산),547.1
1163,제주,제주특화산업육성지원,5148.503
1164,충남,식품위생업소시설개선,200.0
1165,충남,중소기업수출기반구축,3626.194
1166,충남,지역산업마케팅지원(해외시장개척)(전환사업),3700.0
1167,충남,농촌자원복합산업화지원(도)(전환사업),300.0
1168,충남,농촌자원복합산업화지원(시군자본)(전환사업),2955.9
1169,충남,공예문화산업육성,123.0
1170,충남,사업개발비지원,150.0
1171,충남,지역산업육성지원,1511.0
1172,충남,충남디스플레이품질고도화및사업화지원사업,500.0
1173,충남,소상공인지원,2475.6
1174,충남,기업활동지원,147.86
1175,충남,소상공인노란우산공제가입지원,780.0
1176,충남,소상공인사회보험료지원,207.0
1177,충남,중소기업제품구매촉진및판로확대,515.0
1178,충남,중소기업육성기금운용,30000.0
1179,충남,수산식품포장재지원,115.02
1180,충남,수산물소비촉진지원및해외시장개척,200.0
1181,충남,고용우수기업지원,145.7
1182,충남,굴뚝자동측정기기설치·운영관리비지원,103.0
1183,충남,소규모사업장방지시설설치지원,280.08
1184,충남,영세배출사업장기술지도,80.0
1185,충남,충남콘텐츠기업지원센터운영(국가직접지원),395.0
1186,충남,스마트공장구축지원(국가직접지원),855.8
1187,충남,지역지식재산창출·창업지원사업(국가직접지원),2164.0
1188,충남,국가기술거래플랫폼사업(국가직접지원),270.0
1189,충남,지역특화(주력)산업육성지원(국가직접지원),2428.0
1190,충남,"글로벌강소기업1,000+프로젝트(국가직접지원)",600.0
1191,충남,TV홈쇼핑입점지원,320.0
1192,충남,소상공인특례보증이자보전,7500.0
1193,충남,충남FTA통상진흥센터(국가직접지원),220.0
1194,충남,메이커스페이스운영(국가직접지원),43.0
1195,충남,충남경제인아카데미운영,20.0
1196,충남,지역주도디지털혁신지원,150.0
1197,충남,충남자동차부품산업위기예방대응,1364.445
1198,충남,중소기업행사지원,118.6
1199,충남,벼건조저장시설지원,897.89
1200,충남,해양수산창업투자지원센터,850.0
1201,충남,마을기업육성,18.0
1202,충남,시군구연고산업육성사업(국가직접지원),240.0
1203,충남,지역창업가육성지원,454.5
1204,충남,태안청년창업지원,194.0
1205,충남,창업보육센터및기업지원(국가직접지원),1000.0
1206,충남,중장년기술창업센터구축(국가직접지원),20.0
1207,충남,지능형의지보조및의료용자동이동기기트랙레코드구축사업(국가직접지원),325.0
1208,충남,디지털연계흡수성소재융복합의료산업전문인력육성(국가직접지원),100.0
1209,충남,소상공인단체활성화,237.216
1210,충북,e-기업사랑센터운영,112.7
1211,충북,기업애로지원센터운영,89.08
1212,충북,기업정주여건개선사업,2200.0
1213,충북,소상공인육성자금이차보전,8599.167
1214,충북,여성기업육성및지원,74.75
1215,충북,우수전통시장선정지원,51.0
1216,충북,장애인기업육성및지원,28.2
1217,충북,우수시장박람회지원,110.0
1218,충북,전통시장마케팅지원,133.0
1219,충북,전통시장및상점가도우미운영지원,122.04
1220,충북,전통시장시설현대화사업(전환사업),2033.091
1221,충북,전통시장주차환경개선사업(건립),100.0
1222,충북,전통시장화재공제가입지원,71.805
1223,충북,전통시장활성화를위한특화사업발굴지원,36.0
1224,충북,중소기업TV홈쇼핑지원사업,150.0
1225,충북,중소기업공제사업이차보전,175.0
1226,충북,중소기업육성자금이차보전,7986.391
1227,충북,중소기업육성자금지원,50000.0
1228,충북,중소기업협동조합활성화지원,71.6
1229,충북,무역통상사업(전환사업),3385.0
1230,충북,농식품해외마케팅지원(전환사업),1100.0
1231,충북,굴뚝자동측정기기운영관리비지원,22.5
1232,충북,국내식품전시회참가지원,90.0
1233,충북,수출농식품가공공장시설현대화,30.0
1234,충북,지역우수전통주활성화지원,10.8
1235,충북,농촌공동체회사우수사업지원(전환사업),46.0
1236,충북,마을기업육성사업(전환사업),310.0
1237,충북,사회적기업활성화지원사업,42.692
1238,충북,협동조합활성화추진,10.0
1239,충북,고부가가치바이오산업연구개발사업육성,350.0
1240,충북,바이오창업아카데미운영(전환사업),160.0
1241,충북,K-의료기기국내외학회및박람회참가지원,150.0
1242,충북,이노비즈(Inno-Biz)인증획득지원사업,10.8
1243,충북,뿌리기술산업경쟁력강화지원,360.0
1244,충북,시설개선융자지원,500.0
1245,충북,ICT벤처중소기업기술개발지원,180.0
1246,충북,소기업형스마트공장구축지원,576.0
1247,충북,스마트공장보급확산사업(대응),1755.03
1248,충북,솔라밸리조성,134.2
1249,충북,충북태양광발전자금이차보전,43.144
1250,충북,창업여성지원,45.0
1251,충북,유기가공식품인증비용지원,10.037
1252,충북,유기가공식품포장재지원,47.25
1253,충북,고용우수기업지원사업,377.0
1254,충북,청년창업우수기업맞춤형지원,146.2
1255,충북,청년행복일터지원,513.5
1256,충북,수도권이전기업지원,2763.0
1257,충북,공공기관연관산업기업유치등지원사업,200.0
1258,충북,화장품뷰티산업엑스포개최(전환사업),2500.0
1259,충북,글로벌강소기업육성사업,515.0
1260,충북,메이커스페이스구축·운영지원사업,100.0
1261,충북,전통시장특성화추진,212.25
1262,충북,지식재산창출지원및창업촉진,2062.0
1263,충북,창업도약패키지지원사업,150.0
1264,충북,충북창조경제혁신센터운영지원,1500.0
1265,충북,지역주력산업육성사업(대응),4386.0
1266,충북,ICT디바이스랩운영,120.0
1267,충북,도내투자기업지원,3364.0
1268,충북,농식품수출기업육성지원(전환사업),310.0
1269,충북,국제통상기반조성,94.615
1270,충북,무역기반조성(전환사업),3450.0
1271,충북,중소기업매출채권보험가입지원,180.0
1272,충북,남성육아휴직1호기업지원,65.0
1273,충북,영세기업위기극복컨설팅,72.0
1274,충북,중부권스마트공장테스트베드활용지원사업,150.0
1275,충북,중소기업제조물배상책임(PL)보험가입지원,20.0
1276,충북,충북스타트업액셀러레이팅지원,265.0
1277,충북,화장품산업마케팅지원(전환사업),440.0
1278,충북,자동차부품기업국내외마케팅지원(전환사업),74.0
1279,충북,반도체글로벌마케팅지원사업(전환사업),320.0
1280,충북,반도체시장·기술컨설팅지원사업(전환사업),320.0
1281,충북,지역주도형청년일자리사업(시군),50.422
1282,충북,일자리지원센터지원사업,467.3
1283,충북,기숙사임차비지원사업,300.0
1284,충북,청년신성장산업인력취업지원사업,115.608
1285,충북,중장년고용지원사업,231.0
1286,충북,바이오기업GMP인증지원사업(전환사업),162.0
1287,충북,지역화장품산업경쟁력강화(전환사업),210.0
1288,충북,자동차부품인증지원,100.0
1289,충북,승강기산업경쟁력강화지원사업,34.2
1290,충북,이차전지기술·시장경쟁력강화지원,400.0
1291,충북,바이오국제공동연구사업(전환사업),144.0
1292,충북,기타지역특성화산업육성(천연물산업)(전환사업),1356.0
1293,충북,차세대의료기기기술개발지원(전환사업),400.0
1294,충북,가속기장치선도기술개발지원사업,700.0
1295,충북,이노비즈기업경쟁력강화사업,135.0
1296,충북,자동차기업선도기술연구개발지원(전환사업),700.0
1297,충북,스마트승강기첨단기술개발지원사업,180.0
1298,충북,중소기업중대재해방지컨설팅,180.0
1299,충북,마을기업육성사업(지원),13.0
1300,충북,4차산업혁명선도기업육성사업,500.0
1301,충북,시군경쟁력강화산업육성사업,480.0
1302,충북,소부장전문기업육성지원사업,135.0
1303,충북,소부장지원전문가스테이션운영,135.0
1304,충북,소규모사업장방지시설설치지원(시군),260.64
1305,충북,소규모사업장방지시설설치지원,190.4
1306,충북,혁신도시발전지원센터지원사업(전환사업),307.0
1307,충북,충북창업스타티움운영지원,102.0
1308,충북,충북형도시근로자지원사업,1330.911
1309,충북,다목적자동차사업전환혁신지원사업,500.0
1310,충북,특장차수소파워팩기술지원기반구축,1200.0
1311,충북,소재·부품·장비분야기술개발지원사업(전환사업),1600.0
1312,충북,자동차부품산업경쟁력고도화지원(전환사업),500.0
1313,충북,청년소상공인창업응원금지원,384.22
1314,충북,기업ESG경영지원,100.0
1315,충북,중소기업빅데이터활용컨설팅지원,180.0
1316,충북,ICT산업경쟁력강화지원사업,116.1
1317,충북,지역산업맞춤형일자리창출지원사업,519.764
1318,충북,상권활성화사업,2843.16
